id,passwd,Belong,name,age,gender,aim
3000798,v123456,V,李秀兰,69,female,海洋微塑料研究
3000799,v123456,V,樊玲,32,male,海洋健康指数研究
3000800,v123456,V,杨娟,54,female,海洋生态系统服务功能评估
3000801,v123456,V,项桂英,26,female,海洋教育与培训
3000802,v123456,V,徐璐,45,male,热带气旋研究
3000803,v123456,V,陈俊,29,male,港口运营优化
3000804,v123456,V,丁涛,24,male,海洋生态系统管理政策评估
3000805,v123456,V,萧博,25,male,海洋公园管理
3000806,v123456,V,吕斌,32,female,海洋数据可视化
3000807,v123456,V,王志强,20,female,海洋环境保护技术研究
3000808,v123456,V,李凯,40,female,海洋资源探测
3000809,v123456,V,钟秀梅,69,male,海洋生态环境保护政策
3000810,v123456,V,熊桂珍,36,male,海洋生态系统模型开发
3000811,v123456,V,华桂兰,64,male,海洋热含量研究
3000812,v123456,V,丁瑜,56,male,海洋生态系统恢复研究
3000813,v123456,V,刘佳,33,male,海洋环境教育项目
3000814,v123456,V,富宇,40,female,海洋生态系统模型优化
3000815,v123456,V,苏伟,51,female,海洋环境管理政策研究
3000816,v123456,V,曹林,45,male,海洋风暴研究
3000817,v123456,V,刘文,52,female,海洋温度变化研究
3000818,v123456,V,萧秀英,50,female,海洋生物多样性监测
3000819,v123456,V,左兰英,48,male,水产养殖规划
3000820,v123456,V,王桂花,36,female,海洋生态环境评估
3000821,v123456,V,俞婷婷,27,female,海洋数据共享平台开发
3000822,v123456,V,张雪梅,41,female,海洋环境教育项目推广
3000823,v123456,V,阚娜,65,female,海洋污染治理
3000824,v123456,V,刘磊,66,female,海洋环境风险评估
3000825,v123456,V,兰婷婷,52,male,海洋环境保护措施研究
3000826,v123456,V,马玉珍,35,male,海洋环境监测数据处理技术
3000827,v123456,V,魏博,33,male,海洋数据可视化
3000828,v123456,V,古敏,28,female,海洋科学技术成果应用
3000829,v123456,V,陈勇,59,female,海洋环境教育计划
3000830,v123456,V,王云,30,female,海洋地理信息系统开发
3000831,v123456,V,杨倩,50,male,海洋资源开发技术推广
3000832,v123456,V,廖海燕,67,female,海洋资源开发技术创新
3000833,v123456,V,万兰英,48,female,海洋环境教育资源推广
3000834,v123456,V,鞠琴,53,female,海洋水质监测
3000835,v123456,V,王秀英,44,male,海洋资源开发利用技术
3000836,v123456,V,李倩,57,male,海洋污染监测
3000837,v123456,V,余雷,47,male,气候变化研究
3000838,v123456,V,汪鑫,67,male,卫星遥感数据验证
3000839,v123456,V,周桂花,49,female,海洋灾害应急响应
3000840,v123456,V,杜春梅,35,female,海洋生态环境监测技术
3000841,v123456,V,陈海燕,46,female,海洋生物迁徙研究
3000842,v123456,V,徐丹丹,42,male,沿海防护工程设计
3000843,v123456,V,罗秀荣,32,female,冰川融化研究
3000844,v123456,V,聂波,27,male,海洋环境教育活动推广
3000845,v123456,V,符秀芳,20,female,海洋观测网络建设
3000846,v123456,V,舒勇,35,female,海洋观测数据整合
3000847,v123456,V,李娟,25,female,海洋灾害应急预案制定
3000848,v123456,V,杨建,32,male,渔业管理
3000849,v123456,V,朱佳,26,male,海洋教育资源开发
3000850,v123456,V,陈勇,18,male,海洋环境保护技术研究
3000851,v123456,V,邓秀荣,50,female,水下考古研究
3000852,v123456,V,楚晨,50,male,气候变化研究
3000853,v123456,V,吴云,20,male,热带气旋研究
3000854,v123456,V,张明,65,female,海洋生态修复
3000855,v123456,V,郭丽华,30,male,洪水风险预测
3000856,v123456,V,郭淑华,43,female,海洋数据可视化
3000857,v123456,V,孔成,69,male,海洋水质监测
3000858,v123456,V,茅英,52,female,海洋灾害应急预案制定
3000859,v123456,V,伍强,60,male,海岸侵蚀评估
3000860,v123456,V,支金凤,34,female,沿海社区规划
3000861,v123456,V,张秀荣,34,female,海洋资源利用效率研究
3000862,v123456,V,刘璐,52,male,海洋环境法研究
3000863,v123456,V,赵淑英,64,female,海洋灾害应急响应
3000864,v123456,V,吴秀荣,43,male,海洋环境教育活动设计
3000865,v123456,V,杨阳,61,male,海洋污染监测
3000866,v123456,V,韦玉兰,26,male,海洋环境教育资源推广
3000867,v123456,V,郭丽,48,female,海洋资源保护措施研究
3000868,v123456,V,罗娜,21,female,海洋资源开发技术创新
3000869,v123456,V,孟建,39,male,海洋资源管理
3000870,v123456,V,刘东,50,female,海洋环境保护科技成果转化
3000871,v123456,V,李雪,58,male,海洋环境保护政策建议
3000872,v123456,V,刘桂花,35,female,海洋教育资源开发
3000873,v123456,V,王淑兰,52,male,海洋生态系统保护措施
3000874,v123456,V,刘洁,25,female,海洋环境保护技术开发
3000875,v123456,V,张小红,63,female,海洋环境教育项目推广
3000876,v123456,V,赵秀芳,22,female,海洋环境教育活动设计
3000877,v123456,V,蔡春梅,69,male,海洋生态系统模型开发
3000878,v123456,V,赵志强,40,male,海洋环境保护政策制定
3000879,v123456,V,周小红,30,female,海洋环境风险防范措施
3000880,v123456,V,戴桂香,61,female,海洋环境监测与评估
3000881,v123456,V,杨秀华,31,male,冰盖研究
3000882,v123456,V,陆婷婷,60,male,海洋数据同化
3000883,v123456,V,雷荣,21,male,海洋环境保护科技成果转化
3000884,v123456,V,程萍,31,male,海洋生物多样性监测
3000885,v123456,V,黄秀梅,40,female,海洋生态系统服务功能评估方法
3000886,v123456,V,俞云,21,female,海洋公园管理
3000887,v123456,V,谭辉,70,male,海洋污染监测
3000888,v123456,V,周鹏,69,female,海洋生态系统服务功能保护
3000889,v123456,V,戴博,32,female,海洋教育计划开发
3000890,v123456,V,周岩,54,male,海洋观测数据整合
3000891,v123456,V,余刚,50,female,卫星遥感数据验证
3000892,v123456,V,卢华,49,female,海洋碳封存研究
3000893,v123456,V,郭宁,58,male,海洋工程教育
3000894,v123456,V,陆阳,60,male,海洋生物多样性保护措施
3000895,v123456,V,陈金凤,48,female,海洋生态系统服务功能保护措施
3000896,v123456,V,田杨,66,male,海洋资源可持续利用研究
3000897,v123456,V,严秀珍,48,male,海洋沉积物研究
3000898,v123456,V,靳坤,69,female,海洋生态系统保护措施
3000899,v123456,V,李建平,58,female,海洋生态系统服务功能保护措施
3000900,v123456,V,林建平,45,female,海洋环境风险管理
3000901,v123456,V,赵龙,35,male,海洋灾害管理
3000902,v123456,V,莫桂芳,39,female,海洋生态系统服务功能评估
3000903,v123456,V,刘淑英,28,male,海洋科学传播
3000904,v123456,V,唐浩,41,male,海洋生物多样性保护政策
3000905,v123456,V,林桂兰,37,female,海岸带生态恢复
3000906,v123456,V,曾丽娟,18,male,海洋生态系统模型优化
3000907,v123456,V,柏斌,43,male,海洋资源保护措施研究
3000908,v123456,V,鞠玉华,26,female,海洋环境监测与评估
3000909,v123456,V,林婷,53,male,海洋环境保护政策实施
3000910,v123456,V,杨秀兰,61,male,海洋碳循环研究
3000911,v123456,V,施桂芳,31,female,海洋环境监测数据分析方法
3000912,v123456,V,乔芳,50,female,海洋气候变化影响评估
3000913,v123456,V,谭丽,37,male,海洋生态系统保护措施
3000914,v123456,V,陈柳,23,female,海洋研究设备开发
3000915,v123456,V,万丹,27,male,水产养殖规划
3000916,v123456,V,吴浩,64,male,海洋科学技术成果应用
3000917,v123456,V,孙丹丹,52,female,海洋生物多样性监测技术
3000918,v123456,V,张平,62,female,海洋污染治理
3000919,v123456,V,胡秀兰,39,male,海洋环境教育资源开发
3000920,v123456,V,孙海燕,22,male,海洋观测数据共享
3000921,v123456,V,傅红梅,33,female,海洋资源开发规划
3000922,v123456,V,张小红,35,male,海洋风暴研究
3000923,v123456,V,李峰,41,male,海洋数据共享平台开发
3000924,v123456,V,李凤兰,38,male,海洋环境教育活动设计
3000925,v123456,V,杜鹏,46,female,海洋生态系统管理政策评估
3000926,v123456,V,李东,28,female,海洋科学会议与合作
3000927,v123456,V,刘红梅,53,female,海洋环境预报
3000928,v123456,V,黄雷,45,male,海洋气候变化影响研究
3000929,v123456,V,杨柳,66,male,海洋科学技术创新成果
3000930,v123456,V,单勇,41,female,海洋生态系统健康评估
3000931,v123456,V,张琴,29,female,海洋科学技术成果应用
3000932,v123456,V,林艳,68,male,海洋环境保护教育
3000933,v123456,V,何雪,60,female,海洋环境监测数据分析方法
3000934,v123456,V,谢磊,39,male,海洋污染监测
3000935,v123456,V,苑晨,69,female,海洋环境教育资源开发
3000936,v123456,V,林玉珍,53,male,海洋环境教育资源开发
3000937,v123456,V,刘敏,29,female,海洋灾害风险管理
3000938,v123456,V,王建平,22,male,海洋资源开发技术推广
3000939,v123456,V,万想,23,male,海洋环境监测技术创新
3000940,v123456,V,何丽,28,female,地球系统科学研究
3000941,v123456,V,梁建平,40,male,海岸线变化监测
3000942,v123456,V,姜强,25,female,海洋资源保护管理政策研究
3000943,v123456,V,陈淑兰,40,male,海洋环境监测数据分析
3000944,v123456,V,安建平,68,female,海洋环境教育资源推广
3000945,v123456,V,赵瑜,69,female,海洋环境法研究
3000946,v123456,V,金想,33,male,海洋资源可持续利用研究
3000947,v123456,V,刘超,36,male,深海矿产资源评估
3000948,v123456,V,方凯,64,male,航道疏浚计划
3000949,v123456,V,张小红,24,male,地球系统科学研究
3000950,v123456,V,靳宁,48,female,海洋环境教育
3000951,v123456,V,刘英,32,female,海洋资源保护与管理
3000952,v123456,V,王娜,45,male,海洋生态系统模型开发
3000953,v123456,V,李畅,23,male,海洋污染治理
3000954,v123456,V,向建华,54,female,海洋经济研究
3000955,v123456,V,崔瑞,22,female,海洋生态环境保护政策评估
3000956,v123456,V,纪秀云,20,male,海洋科学技术合作
3000957,v123456,V,陈杨,30,female,沿海湿地保护
3000958,v123456,V,李凤兰,51,male,海洋资源开发与利用
3000959,v123456,V,吴建平,26,male,海岸带管理
3000960,v123456,V,曹英,58,male,沿海社区规划
3000961,v123456,V,周晶,23,male,海洋教育与培训
3000962,v123456,V,许凤兰,40,female,沿海土地利用规划
3000963,v123456,V,李刚,53,male,海洋生物多样性保护政策
3000964,v123456,V,曹丽娟,55,male,海洋生物多样性保护措施
3000965,v123456,V,刘丽娟,53,male,海洋数据分析与处理
3000966,v123456,V,龙冬梅,63,female,海岸线变化监测
3000967,v123456,V,郑冬梅,57,male,冰盖研究
3000968,v123456,V,钟慧,68,female,海岸带生态恢复
3000969,v123456,V,吴静,21,male,沿海湿地保护
3000970,v123456,V,李娟,21,male,海洋资源利用效率研究
3000971,v123456,V,王婷婷,47,female,海洋资源开发与保护
3000972,v123456,V,汪浩,60,male,海洋环境教育项目
3000973,v123456,V,何磊,58,female,海洋环境教育资源开发
3000974,v123456,V,张杰,57,male,海洋生态系统恢复研究
3000975,v123456,V,楼玉英,49,male,海洋气象预报模型开发
3000976,v123456,V,李勇,67,female,海洋垃圾监测
3000977,v123456,V,陈敏,19,female,海洋资源开发技术研究
3000978,v123456,V,金佳,69,female,海洋数据共享平台开发
3000979,v123456,V,顾俊,22,female,海洋工程技术研究
3000980,v123456,V,夏玉英,51,male,海洋资源保护政策建议
3000981,v123456,V,冯芳,37,male,海洋环境教育活动设计
3000982,v123456,V,蔡慧,70,male,气候变化研究
3000983,v123456,V,蔡玉梅,32,female,海洋环境监测与评估
3000984,v123456,V,李璐,65,male,海洋生物多样性保护
3000985,v123456,V,姚燕,48,female,港口规划
3000986,v123456,V,薛建华,40,female,海洋资源管理
3000987,v123456,V,汤波,66,female,海洋生态系统模型开发
3000988,v123456,V,王桂花,25,female,海洋资源开发与利用
3000989,v123456,V,杨瑜,46,female,渔业管理
3000990,v123456,V,宗畅,46,female,海洋科学技术成果应用
3000991,v123456,V,陈瑞,56,male,海洋科学技术研究成果推广
3000992,v123456,V,屈雪,30,male,全球水循环研究
3000993,v123456,V,黄帆,51,female,海洋生态系统管理政策评估
3000994,v123456,V,王宇,47,male,海洋环境保护政策制定
3000995,v123456,V,江芳,51,female,海洋环境健康研究
3000996,v123456,V,谢丽,21,female,海洋气候预测
3000997,v123456,V,董建华,23,female,海洋环境监测数据处理
3000998,v123456,V,阎刚,49,male,港口规划
3000999,v123456,V,李鹏,51,male,海洋环境管理政策研究
3001000,v123456,V,陈丹,69,male,海洋环境监测数据处理技术
3001001,v123456,V,杨玉兰,62,female,海洋能量研究
3001002,v123456,V,林莉,44,female,地质灾害监测
3001003,v123456,V,王琳,27,female,海洋资源保护管理政策研究
3001004,v123456,V,米丽丽,39,female,沿海城市规划
3001005,v123456,V,张琳,18,male,海洋生态环境管理措施
3001006,v123456,V,薛淑华,32,female,海洋生物栖息地恢复
3001007,v123456,V,邵建平,37,male,海洋科学技术合作项目
3001008,v123456,V,沈强,59,female,海洋地理信息系统开发
3001009,v123456,V,杨宇,45,female,海洋环境监测技术创新
3001010,v123456,V,张芳,61,male,海洋生态系统服务评估方法
3001011,v123456,V,周芳,59,male,地质灾害监测
3001012,v123456,V,林丽丽,19,male,海岸带生态恢复
3001013,v123456,V,王阳,38,male,海洋环境保护政策建议
3001014,v123456,V,谢志强,57,male,海洋生态系统管理政策
3001015,v123456,V,刘彬,68,male,海洋环境健康研究
3001016,v123456,V,简玉珍,42,female,洪水风险预测
3001017,v123456,V,张洋,20,female,海洋水质监测
3001018,v123456,V,黄超,39,male,海洋资源保护管理政策研究
3001019,v123456,V,樊涛,19,male,海洋资源保护与管理
3001020,v123456,V,黄宇,70,female,海岸带管理
3001021,v123456,V,张桂香,21,female,海洋生态环境监测技术
3001022,v123456,V,李红霞,24,male,海洋资源保护政策建议
3001023,v123456,V,赵明,46,female,海洋生物多样性监测技术
3001024,v123456,V,王磊,25,female,海洋环境监测数据共享平台
3001025,v123456,V,吴宁,35,male,海洋生态系统服务评估
3001026,v123456,V,高彬,69,female,卫星遥感数据验证
3001027,v123456,V,刘军,24,male,海洋环境监测技术创新
3001028,v123456,V,王刚,35,male,海洋生态系统保护措施
3001029,v123456,V,李东,35,female,海洋环境监测与评估
3001030,v123456,V,唐玉梅,26,male,海洋环境保护教育推广
3001031,v123456,V,张想,57,male,海洋环境保护政策评估
3001032,v123456,V,骆冬梅,25,male,海洋气候变化影响分析
3001033,v123456,V,杨红,39,male,海洋科学技术创新成果
3001034,v123456,V,廖东,24,female,海洋污染物扩散研究
3001035,v123456,V,包瑞,24,male,海洋沉积物研究
3001036,v123456,V,童想,45,male,海洋数据可视化
3001037,v123456,V,文浩,63,female,海洋环境监测网络建设
3001038,v123456,V,季璐,70,female,海洋风暴研究
3001039,v123456,V,胡玉梅,53,male,海洋灾害风险管理
3001040,v123456,V,卜辉,19,female,海洋微塑料研究
3001041,v123456,V,梁淑兰,55,male,地球系统科学研究
3001042,v123456,V,齐建国,44,female,海洋生物资源利用管理
3001043,v123456,V,张欣,51,male,海洋气候变化影响评估
3001044,v123456,V,陈伟,25,female,海洋生态系统健康评估
3001045,v123456,V,罗波,25,female,海洋环境保护技术开发
3001046,v123456,V,黄瑞,50,male,地质灾害监测
3001047,v123456,V,刘静,49,female,海洋资源保护管理措施
3001048,v123456,V,李平,46,female,沿海湿地保护
3001049,v123456,V,林萍,53,male,海洋环境监测数据处理技术
3001050,v123456,V,吴林,33,female,海洋环境监测数据处理技术
3001051,v123456,V,鹿宁,59,male,海洋科学传播
3001052,v123456,V,李英,26,male,海洋环境保护政策制定
3001053,v123456,V,易想,44,female,海洋环境监测数据分析方法
3001054,v123456,V,韩桂荣,29,female,海洋科学技术合作
3001055,v123456,V,刘丽娟,60,female,海洋气象研究
3001056,v123456,V,戴波,43,female,海洋生态系统管理政策
3001057,v123456,V,计勇,26,male,海洋灾害保险评估
3001058,v123456,V,孙晶,47,female,海洋气候变化影响评估
3001059,v123456,V,章飞,69,male,海洋观测技术标准制定
3001060,v123456,V,刘杨,45,male,航道疏浚计划
3001061,v123456,V,吴岩,30,female,海洋酸化研究
3001062,v123456,V,吴桂兰,54,female,海洋气象预报模型开发
3001063,v123456,V,邢岩,62,female,海洋灾害应急响应
3001064,v123456,V,赵丽华,25,male,海洋资源保护管理政策研究
3001065,v123456,V,吴海燕,29,female,海洋生态环境保护政策评估
3001066,v123456,V,冯勇,54,female,海洋环境保护教育
3001067,v123456,V,赵柳,60,male,海洋气候变化影响分析
3001068,v123456,V,陈莹,52,male,海洋科研船计划
3001069,v123456,V,潘勇,40,female,海洋资源开发政策研究
3001070,v123456,V,罗静,68,male,海洋环境保护科技推广
3001071,v123456,V,张海燕,20,male,海洋环境保护政策实施
3001072,v123456,V,傅秀兰,22,female,海洋资源保护政策建议
3001073,v123456,V,陈冬梅,35,male,海洋气候预测
3001074,v123456,V,马利,26,male,海洋环境保护政策制定
3001075,v123456,V,慕欢,43,female,海洋科学技术合作
3001076,v123456,V,蒋欢,19,male,海洋气候变化适应措施
3001077,v123456,V,罗玲,37,female,海洋环境监测数据分析方法
3001078,v123456,V,谢鑫,30,female,海洋环境保护科技推广
3001079,v123456,V,李丽,65,male,气候模型验证
3001080,v123456,V,李秀珍,44,female,海洋资源开发技术创新
3001081,v123456,V,李柳,62,male,海洋资源开发技术推广
3001082,v123456,V,鞠鹏,35,male,海洋工程技术研究
3001083,v123456,V,李凯,24,female,航道疏浚计划
3001084,v123456,V,王敏,45,male,热带气旋研究
3001085,v123456,V,杨宁,56,male,海洋气候变化影响评估
3001086,v123456,V,邹波,32,male,海洋环境保护科技推广
3001087,v123456,V,田桂芝,20,female,海洋教育与培训
3001088,v123456,V,刘磊,32,male,海洋科学技术创新成果
3001089,v123456,V,朱俊,25,female,海洋工程技术研究
3001090,v123456,V,向桂芳,69,female,海洋气候变化适应措施
3001091,v123456,V,杨颖,55,male,海洋资源开发与保护
3001092,v123456,V,李海燕,37,male,风暴潮风险评估
3001093,v123456,V,罗海燕,30,male,海洋生物资源保护与管理
3001094,v123456,V,张洁,58,female,海洋科学技术合作
3001095,v123456,V,李军,26,female,海洋环境监测数据分析方法
3001096,v123456,V,张梅,66,male,海洋酸化研究
3001097,v123456,V,张淑华,53,female,海洋生物栖息地恢复
3001098,v123456,V,廖畅,62,female,深海矿产资源评估
3001099,v123456,V,陈林,55,female,港口运营优化
3001100,v123456,V,姚璐,64,female,海洋环境风险管理
3001101,v123456,V,邰亮,46,male,海洋生物多样性保护
3001102,v123456,V,黄洋,23,female,海洋环境保护技术推广
3001103,v123456,V,朱琳,43,male,海洋碳封存研究
3001104,v123456,V,曲淑英,66,male,沿海社区规划
3001105,v123456,V,阎桂花,67,male,海洋资源保护政策制定
3001106,v123456,V,庄亮,57,male,海洋灾害管理
3001107,v123456,V,吴凤兰,60,male,海洋观测数据整合
3001108,v123456,V,杨帆,26,female,海洋健康指数研究
3001109,v123456,V,李俊,33,female,航道疏浚计划
3001110,v123456,V,龚倩,24,male,海洋灾害保险评估
3001111,v123456,V,陈洋,25,male,海洋生物栖息地研究
3001112,v123456,V,傅秀梅,20,female,海洋环境管理政策研究
3001113,v123456,V,陶超,33,female,海洋文化遗产保护
3001114,v123456,V,吕敏,37,male,热带气旋研究
3001115,v123456,V,陈婷,34,female,海洋污染治理
3001116,v123456,V,丁慧,69,female,海洋教育资源开发
3001117,v123456,V,杨桂芳,28,female,海洋环境保护政策实施
3001118,v123456,V,唐慧,46,male,海洋资源开发技术创新
3001119,v123456,V,黄红梅,37,male,海洋科学会议与合作
3001120,v123456,V,金敏,33,female,风暴潮风险评估
3001121,v123456,V,张雪,57,female,热带气旋研究
3001122,v123456,V,刘芳,64,male,海洋生态环境保护政策
3001123,v123456,V,牛娜,27,male,海洋科学技术创新成果
3001124,v123456,V,胡丽娟,38,female,海洋灾害管理
3001125,v123456,V,张宇,37,female,海洋资源保护与开发政策
3001126,v123456,V,钟雪,45,male,海洋生态环境保护政策
3001127,v123456,V,杨强,60,male,海洋生态系统恢复研究
3001128,v123456,V,杨淑英,42,male,气候模型验证
3001129,v123456,V,李雪梅,23,male,海洋水质监测
3001130,v123456,V,贾宁,26,male,海洋法律与政策研究
3001131,v123456,V,李峰,46,female,海洋能量研究
3001132,v123456,V,郝秀芳,19,male,海洋资源开发与利用
3001133,v123456,V,莫婷,59,male,海洋生物资源评估
3001134,v123456,V,陆瑞,37,male,海洋生态环境管理
3001135,v123456,V,秦雪,39,female,海洋环境风险管理
3001136,v123456,V,杨冬梅,32,female,海洋垃圾监测
3001137,v123456,V,朱冬梅,35,female,沿海城市规划
3001138,v123456,V,魏颖,53,female,海洋生物资源保护与管理
3001139,v123456,V,杨伟,33,female,海洋碳吸收研究
3001140,v123456,V,常琴,28,male,海洋热含量研究
3001141,v123456,V,戚超,58,male,海洋垃圾监测
3001142,v123456,V,刘凯,47,male,海洋资源保护管理措施
3001143,v123456,V,尹军,46,male,气候模型验证
3001144,v123456,V,黄莹,21,female,海洋公园管理
3001145,v123456,V,金雪梅,62,male,海洋环境保护技术推广
3001146,v123456,V,李杨,19,female,海洋生态环境管理措施
3001147,v123456,V,李瑞,61,male,海洋健康指数研究
3001148,v123456,V,史欣,36,female,海洋灾害保险评估
3001149,v123456,V,陈丽丽,33,female,海洋环境监测与评估
3001150,v123456,V,李桂芝,53,female,海洋气候变化适应策略研究
3001151,v123456,V,路金凤,27,male,海洋资源开发技术研究
3001152,v123456,V,郭宁,51,male,海洋资源利用效率提升
3001153,v123456,V,荆金凤,32,male,海洋资源利用效率研究
3001154,v123456,V,孙莉,47,male,海洋生物资源监测
3001155,v123456,V,张俊,35,female,海洋环境风险防范措施
3001156,v123456,V,宋燕,54,male,海洋环境保护技术推广
3001157,v123456,V,吴建平,36,female,海洋教育与培训
3001158,v123456,V,段楠,33,female,海洋生态系统模型开发
3001159,v123456,V,刘柳,35,male,海洋科学技术合作项目
3001160,v123456,V,曾磊,44,male,海洋环境风险防范措施
3001161,v123456,V,张莉,28,female,海洋资源开发技术研究
3001162,v123456,V,林丽华,28,female,海洋生态系统服务功能保护
3001163,v123456,V,鞠东,56,male,气候模型验证
3001164,v123456,V,彭波,29,male,洪水风险预测
3001165,v123456,V,郑帅,25,male,海洋观测数据整合
3001166,v123456,V,章瑞,18,male,海洋资源管理
3001167,v123456,V,周玉英,57,male,海洋科学技术推广
3001168,v123456,V,张丽华,39,female,海洋观测数据共享
3001169,v123456,V,赵冬梅,26,male,海洋资源开发利用技术
3001170,v123456,V,胡小红,58,female,地质灾害监测
3001171,v123456,V,胡阳,61,female,海洋数据同化
3001172,v123456,V,徐彬,30,female,海洋资源开发与利用
3001173,v123456,V,郑玉华,18,female,海洋资源开发与利用
3001174,v123456,V,王小红,54,male,海洋生态系统保护措施
3001175,v123456,V,孙凤英,63,female,海洋微塑料研究
3001176,v123456,V,钟秀梅,31,female,海洋环境教育活动推广
3001177,v123456,V,薛萍,69,female,渔业管理
3001178,v123456,V,郭桂芝,22,male,海洋生态环境评估
3001179,v123456,V,刘凤英,51,male,海洋生物多样性保护
3001180,v123456,V,马静,68,male,海洋生态系统服务功能研究
3001181,v123456,V,张春梅,59,male,海洋生态系统服务功能保护
3001182,v123456,V,郑斌,20,male,海洋灾害应急预案制定
3001183,v123456,V,许强,23,female,海洋生物资源保护
3001184,v123456,V,马颖,23,male,地质灾害监测
3001185,v123456,V,李宇,33,female,深海矿产资源评估
3001186,v123456,V,吴瑜,30,female,海洋环境保护政策制定
3001187,v123456,V,宋玉英,45,female,海洋生态环境保护技术
3001188,v123456,V,李玲,48,male,海洋环境监测数据分析
3001189,v123456,V,李鑫,39,male,海洋环境教育
3001190,v123456,V,杨佳,55,male,海洋风能开发
3001191,v123456,V,廖建国,18,female,航运路线优化
3001192,v123456,V,罗淑华,22,female,海洋水文气象研究
3001193,v123456,V,韦艳,57,male,海洋风能开发
3001194,v123456,V,薛琳,29,female,水下考古研究
3001195,v123456,V,刘雷,62,female,渔业管理
3001196,v123456,V,文娜,51,female,海洋环境教育活动设计
3001197,v123456,V,孙霞,51,male,沿海城市规划
3001198,v123456,V,曾玉梅,61,male,海洋气候变化影响分析
3001199,v123456,V,张雷,23,male,海洋生态系统服务功能保护措施
3001200,v123456,V,郎倩,20,male,海洋生态系统恢复研究
3001201,v123456,V,刘桂花,54,male,船舶设计优化
3001202,v123456,V,蔡婷婷,26,male,海洋生物资源监测
3001203,v123456,V,王荣,47,female,海洋资源保护管理措施
3001204,v123456,V,杨婷婷,66,male,海洋生态系统模型开发
3001205,v123456,V,王成,35,female,海洋气候预测
3001206,v123456,V,李桂芳,25,male,海洋气候变化适应策略研究
3001207,v123456,V,秦丹丹,39,female,海洋科学技术合作项目
3001208,v123456,V,孙红霞,24,female,海洋环境预报
3001209,v123456,V,朱兵,31,male,海洋环境监测数据共享平台
3001210,v123456,V,蒋兵,21,male,沿海防护工程设计
3001211,v123456,V,杨雪,52,male,海洋科学技术合作项目
3001212,v123456,V,闵勇,56,female,海洋环境风险防范措施
3001213,v123456,V,石建平,69,female,海洋观测数据整合
3001214,v123456,V,唐云,40,female,海洋水文气象研究
3001215,v123456,V,路秀兰,52,male,海洋环境监测数据分析
3001216,v123456,V,谢浩,70,female,全球水循环研究
3001217,v123456,V,郭宁,20,male,地质灾害监测
3001218,v123456,V,赵梅,66,male,海洋生态系统服务功能评估
3001219,v123456,V,张婷婷,33,female,海洋碳循环模型开发
3001220,v123456,V,黄亮,31,male,海洋生态系统服务功能研究
3001221,v123456,V,黄龙,62,male,海洋数据分析与处理
3001222,v123456,V,邱玉英,30,female,海洋资源保护政策制定
3001223,v123456,V,黄艳,58,male,海洋生态系统服务功能研究
3001224,v123456,V,姚英,53,male,海洋生态环境保护政策
3001225,v123456,V,刘玉英,32,female,海洋环境管理政策研究
3001226,v123456,V,徐阳,22,male,海洋环境保护措施研究
3001227,v123456,V,徐强,32,female,海洋生态环境评估
3001228,v123456,V,戴桂兰,37,male,海洋灾害管理
3001229,v123456,V,郭健,46,male,海洋数据分析与处理
3001230,v123456,V,周华,64,male,海洋数据分析与处理
3001231,v123456,V,何倩,38,male,海洋环境保护科技成果转化
3001232,v123456,V,韦强,59,female,海洋酸化研究
3001233,v123456,V,关岩,53,female,卫星遥感数据验证
3001234,v123456,V,陈小红,21,female,海洋气候变化适应策略研究
3001235,v123456,V,张桂芳,18,female,海洋污染治理
3001236,v123456,V,李辉,62,female,海洋生态系统服务功能研究
3001237,v123456,V,谢兵,24,female,海洋环境教育项目推广
3001238,v123456,V,李楠,43,female,海洋生态系统服务功能评估方法
3001239,v123456,V,邱颖,41,female,海洋资源开发规划
3001240,v123456,V,何辉,60,female,海洋资源保护与开发政策
3001241,v123456,V,吕红梅,60,female,海洋资源开发政策研究
3001242,v123456,V,赵燕,45,female,全球变暖研究
3001243,v123456,V,朱想,29,female,海洋资源保护管理措施
3001244,v123456,V,周红梅,62,male,海洋环境监测数据处理技术
3001245,v123456,V,张莉,39,male,海洋气象预报模型开发
3001246,v123456,V,阎芳,64,female,海洋气候变化适应策略研究
3001247,v123456,V,范伟,58,male,海洋生物多样性保护措施
3001248,v123456,V,石梅,21,male,海洋数据分析与处理
3001249,v123456,V,高淑兰,49,female,海洋科学技术合作项目
3001250,v123456,V,朱秀英,23,female,海洋环境教育资源推广
3001251,v123456,V,黄淑兰,24,male,全球变暖研究
3001252,v123456,V,陈刚,64,female,海洋生物多样性保护政策
3001253,v123456,V,李海燕,42,female,海洋环境法研究
3001254,v123456,V,谢燕,19,female,海洋生态系统管理政策
3001255,v123456,V,黄建军,50,female,海洋环境监测技术标准
3001256,v123456,V,闵杰,23,female,深海矿产资源评估
3001257,v123456,V,陈春梅,45,male,海洋热含量研究
3001258,v123456,V,崔桂英,67,male,海洋环境保护措施研究
3001259,v123456,V,史平,37,female,海洋地理信息系统开发
3001260,v123456,V,赵萍,58,female,海洋法律与政策研究
3001261,v123456,V,黄秀云,19,female,海洋环境保护技术研究
3001262,v123456,V,李宁,18,male,水下考古研究
3001263,v123456,V,江宇,38,male,海洋环境风险管理
3001264,v123456,V,曾红,68,female,海洋生态环境管理措施
3001265,v123456,V,曹雷,34,female,海洋水文气象研究
